Service Provider,Technology,Test_type,Data Speed(Mbps),Signal_strength,LSA
AIRTEL,4G,Download,2.31,-109,Jammu & Kashmir
AIRTEL,4G,Download,0.47,-108,Jammu & Kashmir
AIRTEL,4G,Upload,0.68,-91,Jammu & Kashmir
AIRTEL,4G,Upload,0.0,-98,Jammu & Kashmir
AIRTEL,4G,Upload,0.21,-93,Jammu & Kashmir
AIRTEL,4G,Upload,0.04,-108,Jammu & Kashmir
AIRTEL,4G,Upload,5.79,-84,Jammu & Kashmir
AIRTEL,4G,Upload,9.03,-78,Jammu & Kashmir
AIRTEL,4G,Upload,9.25,-80,Jammu & Kashmir
AIRTEL,4G,Upload,7.27,-80,Jammu & Kashmir
AIRTEL,4G,Upload,7.49,-88,Jammu & Kashmir
AIRTEL,4G,Upload,0.0,-110,Jammu & Kashmir
AIRTEL,4G,Upload,0.04,-109,Jammu & Kashmir
AIRTEL,4G,Upload,0.01,-108,Jammu & Kashmir
JIO,4G,Download,54.86,-69,Kerala
JIO,4G,Download,54.79,-68,Kerala
JIO,4G,Download,28.24,-69,Kerala
JIO,4G,Download,54.53,-71,Kerala
JIO,4G,Download,54.58,-69,Kerala
JIO,4G,Upload,9.82,-69,Kerala
JIO,4G,Upload,9.78,-68,Kerala
JIO,4G,Upload,4.89,-69,Kerala
JIO,4G,Upload,8.64,-71,Kerala
JIO,4G,Upload,9.8,-69,Kerala
JIO,4G,Upload,9.14,-74,UP East
JIO,4G,Upload,9.14,-74,UP East
JIO,4G,Upload,9.62,-74,UP East
JIO,4G,Upload,9.15,-74,UP East
IDEA,4G,Download,8.08,na,Maharashtra
IDEA,4G,Download,6.88,na,Maharashtra
JIO,4G,Download,2.25,-95,Gujarat
JIO,4G,Download,2.35,-98,Gujarat
JIO,4G,Download,1.9,-95,Gujarat
JIO,4G,Download,0.93,-82,Gujarat
JIO,4G,Upload,2.47,-95,Gujarat
JIO,4G,Upload,2.42,-94,Gujarat
JIO,4G,Upload,2.13,-95,Gujarat
JIO,4G,Upload,0.11,-82,Gujarat
JIO,4G,Download,29.62,-105,Rajasthan
JIO,4G,Download,1.62,-88,Rajasthan
JIO,4G,Download,0.43,-100,Rajasthan
JIO,4G,Download,1.86,-101,Rajasthan
JIO,4G,Download,3.7,-107,Rajasthan
JIO,4G,Download,3.91,-103,Rajasthan
JIO,4G,Download,5.39,-108,Rajasthan
JIO,4G,Download,0.7,-97,Rajasthan
JIO,4G,Download,0.4,-112,Rajasthan
JIO,4G,Download,1.61,-112,Rajasthan
JIO,4G,Upload,0.88,-105,Rajasthan
JIO,4G,Upload,15.74,-88,Rajasthan
JIO,4G,Upload,0.41,-101,Rajasthan
JIO,4G,Upload,3.54,-101,Rajasthan
JIO,4G,Upload,0.28,-108,Rajasthan
JIO,4G,Upload,2.38,-103,Rajasthan
JIO,4G,Upload,1.55,-108,Rajasthan
JIO,4G,Upload,1.93,-97,Rajasthan
JIO,4G,Upload,0.07,-112,Rajasthan
JIO,4G,Upload,0.99,-113,Rajasthan
JIO,4G,Download,5.42,-96,Mumbai
JIO,4G,Download,3.23,-95,Mumbai
JIO,4G,Download,9.05,-94,Mumbai
JIO,4G,Download,12.25,-81,Mumbai
JIO,4G,Download,19.2,-81,Mumbai
JIO,4G,Download,1.69,-100,Mumbai
JIO,4G,Upload,0.63,-96,Mumbai
JIO,4G,Upload,3.71,-95,Mumbai
JIO,4G,Upload,5.46,-94,Mumbai
JIO,4G,Upload,18.66,-81,Mumbai
JIO,4G,Upload,18.96,-81,Mumbai
JIO,4G,Upload,1.34,-100,Mumbai
JIO,4G,Download,18.08,na,Karnataka
JIO,4G,Upload,1.3,na,Karnataka
AIRTEL,4G,Download,12.08,-73,UP East
AIRTEL,4G,Download,1.87,-87,UP East
AIRTEL,3G,Download,12.04,-57,UP East
AIRTEL,3G,Download,10.83,na,UP East
AIRTEL,3G,Download,0.18,-67,UP East
AIRTEL,3G,Download,0.1,-65,UP East
AIRTEL,3G,Download,0.08,-69,UP East
AIRTEL,4G,Download,27.57,-69,UP East
AIRTEL,3G,Download,17.37,-57,UP East
AIRTEL,4G,Download,26.93,-67,UP East
AIRTEL,3G,Download,11.22,na,UP East
AIRTEL,3G,Download,13.59,na,UP East
AIRTEL,4G,Download,5.92,-65,UP East
AIRTEL,4G,Download,10.97,-68,UP East
AIRTEL,4G,Download,12.76,-66,UP East
AIRTEL,3G,Download,2.86,na,UP East
AIRTEL,3G,Download,10.46,na,UP East
AIRTEL,3G,Download,8.14,-55,UP East
AIRTEL,4G,Download,5.83,-74,UP East
AIRTEL,4G,Download,10.41,-68,UP East
AIRTEL,4G,Download,9.91,-75,UP East
AIRTEL,4G,Upload,8.2,-67,UP East
AIRTEL,4G,Upload,5.16,-85,UP East
AIRTEL,3G,Upload,2.16,-59,UP East
AIRTEL,3G,Upload,2.01,-61,UP East
AIRTEL,3G,Upload,2.06,-67,UP East
AIRTEL,3G,Upload,1.44,-69,UP East
AIRTEL,3G,Upload,1.89,-69,UP East
AIRTEL,4G,Upload,7.51,-71,UP East
AIRTEL,3G,Upload,2.1,na,UP East
AIRTEL,4G,Upload,7.38,-66,UP East
AIRTEL,3G,Upload,3.42,-57,UP East
AIRTEL,3G,Upload,2.86,-55,UP East
AIRTEL,4G,Upload,5.58,-67,UP East
AIRTEL,4G,Upload,4.23,-65,UP East
AIRTEL,4G,Upload,3.5,-79,UP East
AIRTEL,3G,Upload,1.99,-55,UP East
AIRTEL,3G,Upload,2.19,-57,UP East
AIRTEL,3G,Upload,2.19,-57,UP East
AIRTEL,4G,Upload,4.21,-70,UP East
AIRTEL,4G,Upload,5.05,-72,UP East
AIRTEL,4G,Upload,4.53,-72,UP East
JIO,4G,Download,44.21,-77,Andhra Pradesh
JIO,4G,Download,53.26,-79,Andhra Pradesh
JIO,4G,Download,71.98,-79,Andhra Pradesh
JIO,4G,Download,72.28,-77,Andhra Pradesh
JIO,4G,Upload,5.57,-77,Andhra Pradesh
JIO,4G,Upload,5.68,-79,Andhra Pradesh
JIO,4G,Upload,6.61,-79,Andhra Pradesh
JIO,4G,Upload,6.82,-77,Andhra Pradesh
JIO,4G,Download,76.66,-72,Maharashtra
JIO,4G,Download,0.79,-89,Andhra Pradesh
JIO,4G,Download,0.28,-91,Andhra Pradesh
JIO,4G,Download,0.67,-88,Andhra Pradesh
JIO,4G,Upload,0.42,-89,Andhra Pradesh
JIO,4G,Upload,0.28,-91,Andhra Pradesh
JIO,4G,Upload,0.34,-88,Andhra Pradesh
JIO,4G,Download,1.52,-95,UP West
JIO,4G,Download,1.45,-104,UP West
JIO,4G,Download,5.06,-93,UP West
JIO,4G,Download,1.03,-89,UP West
JIO,4G,Download,6.26,-96,UP West
JIO,4G,Upload,1.19,-96,UP West
JIO,4G,Upload,0.17,-104,UP West
JIO,4G,Upload,3.45,-94,UP West
JIO,4G,Upload,4.82,-87,UP West
JIO,4G,Upload,0.41,-96,UP West
JIO,4G,Download,20.32,-64,Haryana
JIO,4G,Download,25.25,-64,Haryana
JIO,4G,Download,27.1,-64,Haryana
JIO,4G,Upload,4.65,-64,Haryana
JIO,4G,Upload,5.19,-64,Haryana
JIO,4G,Upload,4.45,-64,Haryana
JIO,4G,Download,15.54,na,Andhra Pradesh
JIO,4G,Download,7.94,na,Andhra Pradesh
JIO,4G,Download,3.86,-76,Andhra Pradesh
JIO,4G,Download,3.7,na,Andhra Pradesh
JIO,4G,Download,4.7,na,Andhra Pradesh
JIO,4G,Download,32.52,-76,Andhra Pradesh
JIO,4G,Download,5.28,-78,Andhra Pradesh
JIO,4G,Download,1.1,na,Andhra Pradesh
JIO,4G,Download,3.83,na,Andhra Pradesh
JIO,4G,Download,3.66,na,Andhra Pradesh
JIO,4G,Download,3.87,-99,Andhra Pradesh
JIO,4G,Download,2.14,na,Andhra Pradesh
JIO,4G,Download,1.55,na,Andhra Pradesh
JIO,4G,Download,8.74,-100,Andhra Pradesh
JIO,4G,Download,5.05,-101,Andhra Pradesh
JIO,4G,Download,4.69,na,Andhra Pradesh
JIO,4G,Download,3.21,na,Andhra Pradesh
JIO,4G,Download,16.19,na,Andhra Pradesh
JIO,4G,Download,21.92,-102,Andhra Pradesh
JIO,4G,Download,15.85,na,Andhra Pradesh
JIO,4G,Download,17.52,na,Andhra Pradesh
JIO,4G,Download,1.86,na,Andhra Pradesh
JIO,4G,Download,1.69,na,Andhra Pradesh
JIO,4G,Download,0.48,na,Andhra Pradesh
JIO,4G,Download,0.35,na,Andhra Pradesh
JIO,4G,Upload,3.0,na,Andhra Pradesh
JIO,4G,Upload,2.54,na,Andhra Pradesh
JIO,4G,Upload,2.54,na,Andhra Pradesh
JIO,4G,Upload,2.37,na,Andhra Pradesh
JIO,4G,Upload,4.66,na,Andhra Pradesh
JIO,4G,Upload,7.5,-76,Andhra Pradesh
JIO,4G,Upload,3.06,-78,Andhra Pradesh
JIO,4G,Upload,0.88,na,Andhra Pradesh
JIO,4G,Upload,3.64,na,Andhra Pradesh
JIO,4G,Upload,3.28,na,Andhra Pradesh
JIO,4G,Upload,3.45,-99,Andhra Pradesh
JIO,4G,Upload,1.13,na,Andhra Pradesh
JIO,4G,Upload,0.94,na,Andhra Pradesh
JIO,4G,Upload,1.28,na,Andhra Pradesh
JIO,4G,Upload,1.34,-101,Andhra Pradesh
JIO,4G,Upload,2.29,na,Andhra Pradesh
JIO,4G,Upload,1.66,na,Andhra Pradesh
JIO,4G,Upload,2.44,na,Andhra Pradesh
JIO,4G,Upload,0.98,na,Andhra Pradesh
JIO,4G,Upload,2.43,na,Andhra Pradesh
JIO,4G,Upload,2.89,na,Andhra Pradesh
JIO,4G,Upload,2.8,na,Andhra Pradesh
JIO,4G,Upload,3.81,na,Andhra Pradesh
JIO,4G,Upload,0.02,na,Andhra Pradesh
JIO,4G,Upload,0.2,na,Andhra Pradesh
JIO,4G,Upload,8.96,-72,Orissa
AIRTEL,4G,Download,5.7,-89,Delhi
AIRTEL,4G,Upload,7.12,-89,Delhi
JIO,4G,Download,1.17,-93,Mumbai
JIO,4G,Download,9.64,-82,Mumbai
JIO,4G,Upload,2.5,-93,Mumbai
JIO,4G,Upload,3.4,-85,Mumbai
AIRTEL,4G,Upload,5.61,na,Maharashtra
JIO,4G,Upload,0.63,-103,Andhra Pradesh
IDEA,4G,Download,6.16,-115,Andhra Pradesh
IDEA,4G,Download,2.63,-80,Andhra Pradesh
IDEA,4G,Download,11.82,-82,Andhra Pradesh
IDEA,4G,Download,0.94,-87,Andhra Pradesh
IDEA,4G,Upload,0.78,-115,Andhra Pradesh
IDEA,4G,Upload,5.49,-77,Andhra Pradesh
IDEA,4G,Upload,7.04,-82,Andhra Pradesh
IDEA,4G,Upload,4.45,-87,Andhra Pradesh
IDEA,4G,Upload,4.27,-99,Kerala
JIO,4G,Download,51.83,-80,Haryana
JIO,4G,Upload,8.67,-80,Haryana
JIO,4G,Upload,7.85,-75,Kolkata
JIO,4G,Upload,8.73,-72,Kolkata
JIO,4G,Upload,9.12,-76,Kolkata
JIO,4G,Upload,8.68,-75,Kolkata
JIO,4G,Upload,9.07,-75,Kolkata
JIO,4G,Download,91.57,-62,Mumbai
JIO,4G,Upload,7.9,-62,Mumbai
JIO,4G,Download,78.96,-72,UP East
JIO,4G,Upload,6.42,-72,UP East
JIO,4G,Download,34.65,-81,Assam
JIO,4G,Download,28.95,-81,Assam
JIO,4G,Download,23.03,-81,Assam
JIO,4G,Download,36.61,-81,Assam
JIO,4G,Upload,9.9,-81,Assam
JIO,4G,Upload,9.91,-81,Assam
JIO,4G,Upload,9.99,-81,Assam
JIO,4G,Upload,9.29,-81,Assam
JIO,4G,Download,39.01,-62,Haryana
JIO,4G,Download,45.56,-66,Haryana
JIO,4G,Upload,6.28,-66,Haryana
JIO,4G,Download,13.41,-68,Madhya Pradesh
JIO,4G,Upload,8.68,-70,Madhya Pradesh
IDEA,4G,Download,22.58,-94,Gujarat
IDEA,4G,Download,34.43,-106,Gujarat
IDEA,4G,Download,9.79,-119,Gujarat
IDEA,4G,Download,26.62,-111,Gujarat
IDEA,4G,Upload,6.0,-94,Gujarat
IDEA,4G,Upload,4.85,-107,Gujarat
IDEA,4G,Upload,0.36,-119,Gujarat
IDEA,4G,Upload,3.2,-113,Gujarat
JIO,4G,Upload,6.09,-64,Madhya Pradesh
JIO,4G,Download,40.06,-83,Gujarat
JIO,4G,Download,24.44,-84,Gujarat
JIO,4G,Download,42.12,-84,Gujarat
IDEA,3G,Download,2.14,-83,Maharashtra
IDEA,3G,Upload,0.05,-85,Maharashtra
JIO,4G,Download,29.27,-70,Madhya Pradesh
JIO,4G,Upload,10.98,-70,Madhya Pradesh
JIO,4G,Download,28.69,-71,Madhya Pradesh
JIO,4G,Upload,9.26,-71,Madhya Pradesh
VODAFONE,4G,Download,1.76,-104,Gujarat
VODAFONE,4G,Upload,3.62,-105,Gujarat
IDEA,4G,Download,1.81,-72,Andhra Pradesh
IDEA,4G,Download,3.25,-95,Andhra Pradesh
IDEA,4G,Download,16.12,-89,Andhra Pradesh
IDEA,4G,Upload,2.97,-72,Andhra Pradesh
IDEA,4G,Upload,5.56,-93,Andhra Pradesh
IDEA,4G,Upload,9.16,-85,Andhra Pradesh
JIO,4G,Download,0.51,-100,Gujarat
JIO,4G,Upload,0.25,-100,Gujarat
JIO,4G,Download,35.01,-60,Madhya Pradesh
JIO,4G,Upload,3.18,-60,Madhya Pradesh
JIO,4G,Download,29.83,-86,Andhra Pradesh
JIO,4G,Download,16.67,-79,Andhra Pradesh
JIO,4G,Download,5.64,-83,Andhra Pradesh
JIO,4G,Download,34.7,-98,Andhra Pradesh
JIO,4G,Download,19.8,-82,Andhra Pradesh
JIO,4G,Upload,3.68,-85,Andhra Pradesh
JIO,4G,Upload,4.95,-80,Andhra Pradesh
JIO,4G,Upload,5.4,-84,Andhra Pradesh
JIO,4G,Upload,4.26,-96,Andhra Pradesh
JIO,4G,Upload,5.51,-87,Andhra Pradesh
JIO,4G,Download,41.15,-71,UP East
JIO,4G,Upload,6.98,-71,UP East
JIO,4G,Download,39.45,-71,Himachal Pradesh
JIO,4G,Download,39.92,-71,Himachal Pradesh
JIO,4G,Upload,9.1,-71,Himachal Pradesh
JIO,4G,Upload,7.25,-71,Himachal Pradesh
JIO,4G,Download,60.24,-69,West Bengal
JIO,4G,Upload,9.31,-69,West Bengal
JIO,4G,Download,51.2,na,Rajasthan
JIO,4G,Upload,9.79,na,Rajasthan
AIRTEL,3G,Download,0.58,-85,Tamil Nadu
AIRTEL,3G,Download,1.21,-93,Tamil Nadu
AIRTEL,3G,Download,0.43,-95,Tamil Nadu
AIRTEL,3G,Download,0.21,-97,Tamil Nadu
JIO,4G,Download,2.9,-96,Andhra Pradesh
JIO,4G,Upload,1.57,-97,Andhra Pradesh
JIO,4G,Download,73.93,-62,Mumbai
JIO,4G,Download,72.88,-62,Mumbai
JIO,4G,Download,69.72,-62,Mumbai
JIO,4G,Download,70.25,-61,Mumbai
JIO,4G,Download,73.08,-61,Mumbai
JIO,4G,Upload,5.59,-62,Mumbai
JIO,4G,Upload,5.92,-62,Mumbai
JIO,4G,Upload,4.47,-62,Mumbai
JIO,4G,Upload,4.91,-61,Mumbai
JIO,4G,Upload,3.59,-61,Mumbai
JIO,4G,Download,1.93,-94,Delhi
JIO,4G,Download,1.54,-94,Delhi
JIO,4G,Upload,0.3,-94,Delhi
JIO,4G,Upload,1.28,-94,Delhi
IDEA,4G,Download,11.67,-100,Tamil Nadu
IDEA,4G,Upload,5.08,-100,Tamil Nadu
JIO,4G,Download,16.45,na,Gujarat
JIO,4G,Download,1.73,na,Gujarat
JIO,4G,Download,8.12,-77,Gujarat
JIO,4G,Upload,4.68,na,Gujarat
JIO,4G,Upload,0.14,na,Gujarat
JIO,4G,Upload,5.71,na,Gujarat
JIO,4G,Download,21.38,-72,UP East
JIO,4G,Upload,8.37,-72,UP East
JIO,4G,Download,63.2,-71,UP West
JIO,4G,Upload,9.86,-71,UP West
JIO,4G,Download,0.75,-102,UP West
JIO,4G,Download,0.42,-104,UP West
JIO,4G,Download,0.51,-90,UP West
JIO,4G,Download,2.54,-90,UP West
JIO,4G,Download,6.58,-95,UP West
AIRTEL,4G,Download,1.72,-93,UP East
AIRTEL,4G,Upload,3.6,-93,UP East
JIO,4G,Download,60.1,-69,Madhya Pradesh
JIO,4G,Upload,7.27,-69,Madhya Pradesh
JIO,4G,Download,11.47,-95,Madhya Pradesh
JIO,4G,Download,12.52,-94,Madhya Pradesh
JIO,4G,Download,105.18,-75,Gujarat
JIO,4G,Upload,9.83,-75,Gujarat
JIO,4G,Download,26.44,-61,UP East
JIO,4G,Upload,3.8,-61,UP East
JIO,4G,Download,40.75,-70,Haryana
IDEA,4G,Download,1.9,-100,Bihar
IDEA,4G,Download,0.47,-103,Bihar
IDEA,4G,Download,1.15,-100,Bihar
IDEA,4G,Download,2.66,-103,Bihar
JIO,4G,Download,0.24,na,Punjab
JIO,4G,Upload,1.38,na,Punjab
VODAFONE,3G,Download,0.9,-93,Rajasthan
VODAFONE,3G,Download,0.71,-93,Rajasthan
VODAFONE,3G,Download,1.54,-93,Rajasthan
VODAFONE,3G,Upload,0.78,-95,Rajasthan
VODAFONE,3G,Upload,0.84,-93,Rajasthan
VODAFONE,3G,Upload,0.59,-93,Rajasthan
JIO,4G,Upload,0.38,-104,Karnataka
JIO,4G,Upload,0.17,-105,Karnataka
AIRTEL,4G,Upload,5.03,-104,Punjab
AIRTEL,4G,Upload,3.36,-97,Punjab
AIRTEL,4G,Upload,4.09,-103,Punjab
AIRTEL,4G,Upload,4.09,-88,Punjab
AIRTEL,4G,Upload,2.93,-82,Punjab
AIRTEL,3G,Upload,3.29,-63,Punjab
AIRTEL,4G,Upload,15.52,-77,Punjab
AIRTEL,3G,Upload,0.35,-67,Punjab
AIRTEL,4G,Upload,15.0,-84,Punjab
AIRTEL,4G,Upload,12.46,-85,Punjab
AIRTEL,4G,Upload,18.08,-81,Punjab
AIRTEL,4G,Upload,16.1,-83,Punjab
AIRTEL,4G,Upload,18.46,-81,Punjab
AIRTEL,4G,Upload,18.14,-79,Punjab
AIRTEL,3G,Upload,1.94,-57,Punjab
AIRTEL,4G,Upload,19.4,-74,Punjab
AIRTEL,4G,Upload,5.68,-95,Punjab
AIRTEL,4G,Upload,6.19,-95,Punjab
AIRTEL,4G,Upload,19.04,-84,Punjab
AIRTEL,4G,Upload,18.79,-87,Punjab
AIRTEL,4G,Upload,15.76,-87,Punjab
AIRTEL,3G,Upload,2.37,na,Punjab
AIRTEL,4G,Upload,19.21,-80,Punjab
AIRTEL,4G,Upload,0.18,-104,Punjab
AIRTEL,4G,Upload,6.82,na,Punjab
AIRTEL,3G,Upload,0.96,-67,Punjab
AIRTEL,3G,Upload,0.32,-67,Punjab
AIRTEL,4G,Upload,15.42,-89,Punjab
AIRTEL,3G,Upload,1.18,-61,Punjab
AIRTEL,4G,Upload,8.81,-98,Punjab
AIRTEL,3G,Upload,0.52,-67,Punjab
AIRTEL,4G,Upload,7.45,na,Punjab
AIRTEL,4G,Upload,5.26,-90,Punjab
AIRTEL,4G,Upload,2.34,-99,Punjab
AIRTEL,4G,Upload,6.28,-87,Punjab
AIRTEL,3G,Upload,0.78,-73,Punjab
AIRTEL,3G,Upload,0.29,-73,Punjab
AIRTEL,3G,Upload,0.36,-71,Punjab
AIRTEL,4G,Upload,0.08,-102,Punjab
AIRTEL,3G,Upload,0.21,-91,Punjab
AIRTEL,3G,Upload,0.0,-85,Punjab
AIRTEL,4G,Upload,4.27,-100,Punjab
AIRTEL,4G,Upload,3.93,-105,Punjab
AIRTEL,4G,Upload,0.07,-115,Punjab
AIRTEL,4G,Upload,0.47,-109,Punjab
AIRTEL,4G,Upload,1.86,-109,Punjab
AIRTEL,3G,Upload,0.03,-101,Punjab
AIRTEL,3G,Upload,0.09,-91,Punjab
AIRTEL,4G,Upload,0.37,-118,Punjab
AIRTEL,3G,Upload,1.03,-97,Punjab
AIRTEL,4G,Upload,0.11,na,Punjab
AIRTEL,4G,Upload,0.18,-119,Punjab
AIRTEL,4G,Upload,0.12,-121,Punjab
AIRTEL,3G,Upload,0.0,-81,Punjab
JIO,4G,Download,0.41,-101,Gujarat
JIO,4G,Download,0.26,-109,Gujarat
JIO,4G,Upload,2.88,-101,Gujarat
JIO,4G,Upload,0.98,-109,Gujarat
VODAFONE,3G,Download,6.49,-91,Haryana
VODAFONE,3G,Download,0.44,-85,Haryana
VODAFONE,3G,Download,0.34,-85,Haryana
VODAFONE,3G,Upload,1.99,-91,Haryana
VODAFONE,3G,Upload,3.59,-85,Haryana
VODAFONE,3G,Upload,1.91,-85,Haryana
JIO,4G,Download,35.1,-70,Kerala
JIO,4G,Upload,4.94,-70,Kerala
JIO,4G,Upload,1.77,-98,Andhra Pradesh
JIO,4G,Upload,1.47,-112,Karnataka
JIO,4G,Upload,1.69,-106,Karnataka
JIO,4G,Upload,0.12,-103,Andhra Pradesh
AIRTEL,4G,Download,4.18,na,Maharashtra
AIRTEL,4G,Download,11.92,na,Maharashtra
AIRTEL,4G,Download,6.29,na,Maharashtra
AIRTEL,4G,Download,4.18,na,Maharashtra
AIRTEL,4G,Download,5.12,na,Maharashtra
AIRTEL,4G,Download,7.15,na,Maharashtra
AIRTEL,4G,Download,4.59,-88,Maharashtra
AIRTEL,4G,Upload,6.94,na,Maharashtra
AIRTEL,4G,Upload,6.08,na,Maharashtra
AIRTEL,4G,Upload,5.96,na,Maharashtra
AIRTEL,4G,Upload,6.87,na,Maharashtra
AIRTEL,4G,Upload,1.34,na,Maharashtra
AIRTEL,4G,Upload,6.11,na,Maharashtra
AIRTEL,4G,Upload,6.7,na,Maharashtra
JIO,4G,Download,0.43,-110,West Bengal
JIO,4G,Download,4.52,-103,West Bengal
JIO,4G,Download,2.67,-78,Kolkata
JIO,4G,Upload,0.08,-110,West Bengal
JIO,4G,Upload,0.23,-102,West Bengal
JIO,4G,Upload,1.13,-76,Kolkata
AIRTEL,3G,Download,0.51,-93,Andhra Pradesh
AIRTEL,3G,Download,1.48,-91,Andhra Pradesh
AIRTEL,3G,Download,0.2,-101,Andhra Pradesh
AIRTEL,3G,Download,0.01,-97,Andhra Pradesh
AIRTEL,4G,Download,1.31,-104,Andhra Pradesh
AIRTEL,4G,Download,1.76,-104,Andhra Pradesh
AIRTEL,4G,Download,6.88,-105,Andhra Pradesh
AIRTEL,3G,Download,0.66,-93,Andhra Pradesh
AIRTEL,3G,Download,1.39,-91,Andhra Pradesh
AIRTEL,3G,Download,0.45,-79,Andhra Pradesh
AIRTEL,3G,Download,0.33,-71,Andhra Pradesh
AIRTEL,3G,Download,0.37,-65,Andhra Pradesh
AIRTEL,3G,Download,0.36,-67,Andhra Pradesh
AIRTEL,3G,Download,0.48,-91,Andhra Pradesh
AIRTEL,3G,Download,0.79,-65,Andhra Pradesh
AIRTEL,3G,Download,5.94,-65,Andhra Pradesh
AIRTEL,3G,Download,6.68,-65,Andhra Pradesh
AIRTEL,3G,Download,1.82,-73,Andhra Pradesh
AIRTEL,3G,Download,2.35,-69,Andhra Pradesh
AIRTEL,3G,Download,0.68,-71,Andhra Pradesh
AIRTEL,3G,Download,0.98,-71,Andhra Pradesh
AIRTEL,3G,Download,0.76,-79,Andhra Pradesh
AIRTEL,3G,Download,0.58,-75,Andhra Pradesh
AIRTEL,3G,Upload,0.63,-93,Andhra Pradesh
AIRTEL,3G,Upload,1.35,-87,Andhra Pradesh
AIRTEL,3G,Upload,0.0,-99,Andhra Pradesh
AIRTEL,3G,Upload,1.31,-97,Andhra Pradesh
AIRTEL,4G,Upload,0.94,-104,Andhra Pradesh
AIRTEL,4G,Upload,1.61,-105,Andhra Pradesh
AIRTEL,4G,Upload,2.12,-105,Andhra Pradesh
AIRTEL,3G,Upload,1.09,-93,Andhra Pradesh
AIRTEL,3G,Upload,1.04,-91,Andhra Pradesh
AIRTEL,3G,Upload,1.25,-75,Andhra Pradesh
AIRTEL,3G,Upload,1.06,-71,Andhra Pradesh
AIRTEL,3G,Upload,0.99,-73,Andhra Pradesh
AIRTEL,3G,Upload,1.1,-69,Andhra Pradesh
AIRTEL,3G,Upload,0.09,-91,Andhra Pradesh
AIRTEL,3G,Upload,1.46,-81,Andhra Pradesh
AIRTEL,3G,Upload,3.0,-65,Andhra Pradesh
AIRTEL,3G,Upload,2.86,-65,Andhra Pradesh
AIRTEL,3G,Upload,0.32,-73,Andhra Pradesh
AIRTEL,3G,Upload,1.02,-69,Andhra Pradesh
AIRTEL,3G,Upload,2.7,-71,Andhra Pradesh
AIRTEL,3G,Upload,1.34,-71,Andhra Pradesh
AIRTEL,3G,Upload,1.31,-65,Andhra Pradesh
AIRTEL,3G,Upload,0.56,-75,Andhra Pradesh
IDEA,4G,Download,0.55,-93,Andhra Pradesh
IDEA,4G,Download,0.99,-91,Andhra Pradesh
VODAFONE,4G,Download,1.28,-98,Maharashtra
VODAFONE,4G,Download,11.43,-74,Maharashtra
VODAFONE,4G,Upload,1.91,-99,Maharashtra
VODAFONE,4G,Upload,11.58,-73,Maharashtra
CELLONE,3G,Download,1.15,-91,Andhra Pradesh
CELLONE,3G,Upload,0.91,-91,Andhra Pradesh
JIO,4G,Download,77.99,-67,Kerala
JIO,4G,Upload,8.79,-67,Kerala
JIO,4G,Download,4.08,-109,Punjab
JIO,4G,Download,1.16,-85,Punjab
JIO,4G,Download,5.13,-108,Punjab
JIO,4G,Download,0.28,-110,Punjab
JIO,4G,Download,9.57,-92,Punjab
JIO,4G,Download,8.9,-108,Punjab
AIRTEL,4G,Download,29.9,-99,Punjab
JIO,4G,Upload,0.62,-109,Punjab
JIO,4G,Upload,5.92,-86,Punjab
JIO,4G,Upload,0.18,-108,Punjab
JIO,4G,Upload,0.08,-110,Punjab
JIO,4G,Upload,5.48,-93,Punjab
JIO,4G,Upload,0.33,-108,Punjab
AIRTEL,4G,Upload,5.62,-98,Punjab
JIO,4G,Download,15.5,na,UP East
JIO,4G,Download,9.2,na,UP East
JIO,4G,Upload,1.66,na,UP East
JIO,4G,Upload,3.61,na,UP East
AIRTEL,4G,Download,11.7,-113,Orissa
AIRTEL,4G,Download,18.62,-82,Orissa
AIRTEL,4G,Download,10.83,-101,Orissa
AIRTEL,4G,Download,18.63,-107,Orissa
AIRTEL,4G,Download,28.33,-78,Orissa
AIRTEL,4G,Download,18.76,-91,Orissa
AIRTEL,4G,Download,29.59,-83,Orissa
AIRTEL,4G,Download,6.13,-106,Orissa
AIRTEL,4G,Download,10.29,-90,Orissa
AIRTEL,3G,Download,1.24,-81,Orissa
AIRTEL,4G,Download,23.43,-106,Orissa
AIRTEL,3G,Download,0.81,-89,Orissa
AIRTEL,4G,Download,0.02,-100,Orissa
AIRTEL,4G,Download,1.39,-125,Orissa
AIRTEL,4G,Download,7.3,-105,Orissa
AIRTEL,4G,Download,1.53,-126,Orissa
AIRTEL,4G,Download,4.84,-110,Orissa
AIRTEL,3G,Download,0.85,-85,Orissa
AIRTEL,3G,Download,0.37,-95,Orissa
AIRTEL,4G,Download,2.02,-107,Orissa
AIRTEL,4G,Download,2.32,-87,Orissa
AIRTEL,4G,Download,13.04,-107,Orissa
AIRTEL,4G,Download,6.38,-106,Orissa
AIRTEL,4G,Download,3.69,-112,Orissa
AIRTEL,3G,Download,1.01,-109,Orissa
AIRTEL,4G,Download,16.09,-87,Orissa
AIRTEL,3G,Download,2.13,-69,Orissa
AIRTEL,4G,Download,6.54,-111,Orissa
AIRTEL,3G,Download,0.76,-77,Orissa
AIRTEL,4G,Download,7.11,-115,Orissa
AIRTEL,4G,Upload,0.82,-113,Orissa
AIRTEL,4G,Upload,3.84,-89,Orissa
